ApplNo	DrugName	
065502	RIFAMPIN	
065503	CEFUROXIME SODIUM	
065504	CEFTRIAXONE	
065505	CEFTRIAXONE	
065505	CEFTRIAXONE	
065505	CEFTRIAXONE	
065505	CEFTRIAXONE	
065506	AZITHROMYCIN	
065507	AZITHROMYCIN	
065508	AZITHROMYCIN	
065509	AZITHROMYCIN	
065510	VANCOMYCIN HYDROCHLORIDE	
065510	VANCOMYCIN HYDROCHLORIDE	
065511	AZITHROMYCIN	
065513	CLINDAMYCIN PHOSPHATE	
065515	DOXORUBICIN HYDROCHLORIDE	
065516	CEFOTAXIME SODIUM	
065517	CEFOTAXIME SODIUM	
065517	CEFOTAXIME SODIUM	
065517	CEFOTAXIME SODIUM	
065520	MYCOPHENOLATE MOFETIL	
065521	MYCOPHENOLATE MOFETIL	
065523	PIPERACILLIN AND TAZOBACTAM	
065523	PIPERACILLIN AND TAZOBACTAM	
065523	PIPERACILLIN AND TAZOBACTAM	
070000	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070002	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070004	METRONIDAZOLE	
070006	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070007	SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH	
070008	METRONIDAZOLE	
070009	METRONIDAZOLE	
070010	AMINOCAPROIC ACID IN PLASTIC CONTAINER	
070011	DOPAMINE HYDROCHLORIDE	
070012	DOPAMINE HYDROCHLORIDE	
070013	DOPAMINE HYDROCHLORIDE	
070014	FUROSEMIDE	
070017	FUROSEMIDE	
070019	FUROSEMIDE	
070021	METRONIDAZOLE	
070022	SULFAMETHOPRIM	
070023	FUROSEMIDE	
070026	NITROGLYCERIN	
070027	METRONIDAZOLE	
070028	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070029	SATRIC	
070030	SULFAMETHOXAZOLE AND TRIMETHOPRIM SINGLE STRENGTH	
070031	SODIUM NITROPRUSSIDE	
070032	SULFAMETHOPRIM-DS	
070033	METRONIDAZOLE	
070034	COTRIM	
070035	METRONIDAZOLE	
070037	SULFAMETHOXAZOLE AND TRIMETHOPRIM DOUBLE STRENGTH	
070038	IBUPROFEN	
070039	METRONIDAZOLE	
070040	METRONIDAZOLE	
070041	IBUPROFEN	
070042	METRONIDAZOLE	
070043	FUROSEMIDE	
070044	METRONIDAZOLE	
070045	IBUPROFEN	
070046	DOPAMINE HYDROCHLORIDE	
070047	DOPAMINE HYDROCHLORIDE	
070048	COTRIM D.S.	
070049	TRIMETHOPRIM	
070050	VALNAC	
070051	BETAMETHASONE VALERATE	
070052	BETAMETHASONE VALERATE	
070053	BETAMETHASONE VALERATE	
070057	IBUPROFEN	
070058	DOPAMINE HYDROCHLORIDE	
070059	DOPAMINE HYDROCHLORIDE	
070060	METHYLDOPA	
070062	BETAMETHASONE VALERATE	
070063	SULMEPRIM	
070064	SULMEPRIM PEDIATRIC	
070065	SULFATRIM-SS	
070066	SULFATRIM-DS	
070067	INDOMETHACIN	
070068	INDOMETHACIN	
070069	BETA-VAL	
070070	METHYLDOPA	
070071	METRONIDAZOLE	
070072	BETA-VAL	
070073	METHYLDOPA	
070074	METHYLDOPA	
070075	METHYLDOPA	
070076	METHYLDOPA	
070076	METHYLDOPA	
070077	NITROGLYCERIN	
070078	FUROSEMIDE	
070079	IBUPROFEN	
070080	IBUPROFEN	
070081	IBUPROFEN	
070082	FUROSEMIDE	
070083	IBU	
070084	METHYLDOPA	
070085	METHYLDOPA	
070086	FUROSEMIDE	
070087	DOPAMINE HYDROCHLORIDE	
070088	IBU	
070089	DOPAMINE HYDROCHLORIDE	
070090	DOPAMINE HYDROCHLORIDE	
070091	DOPAMINE HYDROCHLORIDE	
070092	DOPAMINE HYDROCHLORIDE	
070093	DOPAMINE HYDROCHLORIDE	
070094	DOPAMINE HYDROCHLORIDE	
070095	FUROSEMIDE	
070096	FUROSEMIDE	
070098	METHYLDOPA	
070099	IBU	
070100	FUROSEMIDE	
070101	DISOPYRAMIDE PHOSPHATE	
070102	DISOPYRAMIDE PHOSPHATE	
070103	PROPRANOLOL HYDROCHLORIDE	
070104	STERI-STAT	
070106	MAXOLON	
070107	PROPACET 100	
070115	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070116	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070118	DIPHEN	
070119	BRETYLIUM TOSYLATE	
070120	PROPRANOLOL HYDROCHLORIDE	
070121	PROPRANOLOL HYDROCHLORIDE	
070122	PROPRANOLOL HYDROCHLORIDE	
070123	PROPRANOLOL HYDROCHLORIDE	
070124	PROPRANOLOL HYDROCHLORIDE	
070125	PROPRANOLOL HYDROCHLORIDE	
070126	PROPRANOLOL HYDROCHLORIDE	
070127	PROPRANOLOL HYDROCHLORIDE	
070128	PROPRANOLOL HYDROCHLORIDE	
070134	BRETYLIUM TOSYLATE	
070135	PROPRANOLOL HYDROCHLORIDE	
070136	PROPRANOLOL HYDROCHLORIDE	
070137	PROPRANOLOL HYDROCHLORIDE	
070138	DISOPYRAMIDE PHOSPHATE	
070139	DISOPYRAMIDE PHOSPHATE	
070140	PROPRANOLOL HYDROCHLORIDE	
070141	PROPRANOLOL HYDROCHLORIDE	
070142	PROPRANOLOL HYDROCHLORIDE	
070143	PROPRANOLOL HYDROCHLORIDE	
070144	PROPRANOLOL HYDROCHLORIDE	
070145	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070146	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070147	ALLOPURINOL	
070150	ALLOPURINOL	
070152	DIAZEPAM	
070153	DIAZEPAM	
070154	DIAZEPAM	
070156	DOXY-SLEEP-AID	
070159	TOLAZAMIDE	
070160	TOLAZAMIDE	
070161	TOLAZAMIDE	
070162	TOLAZAMIDE	
070163	TOLAZAMIDE	
070164	TOLAZAMIDE	
070165	TOLAZAMIDE	
070166	TOLAZAMIDE	
070167	TOLAZAMIDE	
070168	TOLAZAMIDE	
070169	TOLAZAMIDE	
070170	METRONIDAZOLE	
070171	NALOXONE HYDROCHLORIDE	
070172	NALOXONE HYDROCHLORIDE	
070173	DISOPYRAMIDE PHOSPHATE	
070173	DISOPYRAMIDE PHOSPHATE	
070175	PROPRANOLOL HYDROCHLORIDE	
070176	PROPRANOLOL HYDROCHLORIDE	
070177	PROPRANOLOL HYDROCHLORIDE	
070178	PROPRANOLOL HYDROCHLORIDE	
070182	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070183	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070184	METOCLOPRAMIDE HYDROCHLORIDE	
070185	FLUOR-OP	
070186	DISOPYRAMIDE PHOSPHATE	
070187	DISOPYRAMIDE PHOSPHATE	
070188	NALOXONE	
070189	NALOXONE	
070190	NALOXONE	
070191	NALOXONE	
070192	METHYLDOPA	
070193	METHYLDOPA	
070194	METHYLDOPA	
070195	VALPROIC ACID	
070200	LORAZ	
070201	LORAZ	
070202	LORAZ	
070203	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070204	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070205	HYDRAMINE	
070209	DIAZEPAM	
070210	DIAZEPAM	
070213	PROPRANOLOL HYDROCHLORIDE	
070213	PROPRANOLOL HYDROCHLORIDE	
070213	PROPRANOLOL HYDROCHLORIDE	
070213	PROPRANOLOL HYDROCHLORIDE	
070213	PROPRANOLOL HYDROCHLORIDE	
070215	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070216	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070219	PROPRANOLOL HYDROCHLORIDE	
070221	PROPRANOLOL HYDROCHLORIDE	
070221	PROPRANOLOL HYDROCHLORIDE	
070221	PROPRANOLOL HYDROCHLORIDE	
070221	PROPRANOLOL HYDROCHLORIDE	
070221	PROPRANOLOL HYDROCHLORIDE	
070222	DIAZEPAM	
070223	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070225	VERAPAMIL HYDROCHLORIDE	
070226	DIAZEPAM	
070227	DIAZEPAM	
070228	DIAZEPAM	
070228	DIAZEPAM	
070228	DIAZEPAM	
070231	CARBAMAZEPINE	
070232	PROPRANOLOL HYDROCHLORIDE	
070233	PROPRANOLOL HYDROCHLORIDE	
070234	PROPRANOLOL HYDROCHLORIDE	
070240	DISOPYRAMIDE PHOSPHATE	
070241	DISOPYRAMIDE PHOSPHATE	
070242	TOLAZAMIDE	
070243	TOLAZAMIDE	
070244	TOLAZAMIDE	
070245	METHYLDOPA	
070246	METHYLDOPA	
070247	METHYLDOPA	
070248	NITROFURANTOIN MACROCRYSTALLINE	
070249	NITROFURANTOIN MACROCRYSTALLINE	
070252	NALOXONE HYDROCHLORIDE	
070253	NALOXONE HYDROCHLORIDE	
070254	NALOXONE HYDROCHLORIDE	
070255	NALOXONE HYDROCHLORIDE	
070256	NALOXONE HYDROCHLORIDE	
070257	NALOXONE HYDROCHLORIDE	
070259	TOLAZAMIDE	
070259	TOLAZAMIDE	
070260	METHYLDOPA	
070261	METHYLDOPA	
070262	METHYLDOPA	
070265	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070265	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070266	INDO-LEMMON	
070267	INDO-LEMMON	
070268	ALLOPURINOL	
070269	ALLOPURINOL	
070270	NALIDIXIC ACID	
070271	NALIDIXIC ACID	
070272	NALIDIXIC ACID	
070273	ALPHATREX	
070274	BETAMETHASONE DIPROPIONATE	
070275	BETAMETHASONE DIPROPIONATE	
070278	HALOPERIDOL	
070278	HALOPERIDOL	
070278	HALOPERIDOL	
070278	HALOPERIDOL	
070278	HALOPERIDOL	
070278	HALOPERIDOL	
070281	BETAMETHASONE DIPROPIONATE	
070288	CONSTULOSE	
070289	TOLAZAMIDE	
070290	TOLAZAMIDE	
070291	METHYLDOPATE HYDROCHLORIDE	
070292	CARBACHOL	
070293	METOCLOPRAMIDE HYDROCHLORIDE	
070294	CLOPRA	
070295	METRONIDAZOLE HYDROCHLORIDE	
070296	DIAZEPAM	
070297	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070298	NALOXONE	
070299	NALOXONE	
070300	CARBAMAZEPINE	
070301	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070302	DIAZEPAM	
070303	DIAZEPAM	
070304	DIAZEPAM	
070305	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070306	PROPRANOLOL HYDROCHLORIDE	
070307	PROPRANOLOL HYDROCHLORIDE	
070308	PROPRANOLOL HYDROCHLORIDE	
070309	PROPRANOLOL HYDROCHLORIDE	
070310	PROPRANOLOL HYDROCHLORIDE	
070311	DIAZEPAM	
070312	DIAZEPAM	
070313	DIAZEPAM	
070317	CLONIDINE HYDROCHLORIDE	
070317	CLONIDINE HYDROCHLORIDE	
070317	CLONIDINE HYDROCHLORIDE	
070318	HALOPERIDOL	
070319	PROPRANOLOL HYDROCHLORIDE	
070320	PROPRANOLOL HYDROCHLORIDE	
070321	PROPRANOLOL HYDROCHLORIDE	
070322	PROPRANOLOL HYDROCHLORIDE	
070325	DIAZEPAM	
070325	DIAZEPAM	
070325	DIAZEPAM	
070326	INDOMETHACIN	
070327	INDOMETHACIN	
070328	IBUPROFEN	
070329	IBUPROFEN	
070330	IBUPROFEN	
070331	METHYLDOPA	
070332	METHYLDOPA	
070333	METHYLDOPA	
070336	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070337	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070338	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070339	METOCLOPRAMIDE HYDROCHLORIDE	
070340	VERAPAMIL HYDROCHLORIDE	
070341	VERAPAMIL HYDROCHLORIDE	
070342	METOCLOPRAMIDE HYDROCHLORIDE	
070343	METHYLDOPA	
070345	FLURAZEPAM HYDROCHLORIDE	
070345	FLURAZEPAM HYDROCHLORIDE	
070346	AMILORIDE HYDROCHLORIDE	
070347	HYDRO-RIDE	
070348	VERAPAMIL HYDROCHLORIDE	
070351	DISOPYRAMIDE PHOSPHATE	
070352	DISOPYRAMIDE PHOSPHATE	
070353	INDOMETHACIN	
070354	INDOMETHACIN	
070356	DIAZEPAM	
070357	DIAZEPAM	
070358	DIAZEPAM	
070360	DIAZEPAM	
070361	DIAZEPAM	
070362	DIAZEPAM	
070363	METOCLOPRAMIDE HYDROCHLORIDE	
070364	DOPAMINE HYDROCHLORIDE	
070365	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070366	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070367	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070368	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070373	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070374	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070375	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070376	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070377	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070378	PROPRANOLOL HYDROCHLORIDE	
070379	PROPRANOLOL HYDROCHLORIDE	
070380	PROPRANOLOL HYDROCHLORIDE	
070381	PROPRANOLOL HYDROCHLORIDE	
070382	PROPRANOLOL HYDROCHLORIDE	
070383	TEMAZEPAM	
070384	TEMAZEPAM	
070395	CLONIDINE HYDROCHLORIDE	
070396	CLONIDINE HYDROCHLORIDE	
070397	CLONIDINE HYDROCHLORIDE	
070398	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070399	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070400	MECLOFENAMATE SODIUM	
070401	MECLOFENAMATE SODIUM	
070407	LITHIUM CARBONATE	
070411	VINCRISTINE SULFATE	
070412	FUROSEMIDE	
070413	FUROSEMIDE	
070417	NALOXONE HYDROCHLORIDE	
070423	Q-PAM	
070424	Q-PAM	
070425	Q-PAM	
070427	PRAZEPAM	
070428	PRAZEPAM	
070429	CARBAMAZEPINE	
070431	VALPROIC ACID	
070433	FUROSEMIDE	
070434	FUROSEMIDE	
070435	IBUPROFEN	
070436	IBUPROFEN	
070437	IBUPROFEN	
070438	PROPRANOLOL HYDROCHLORIDE	
070439	PROPRANOLOL HYDROCHLORIDE	
070440	PROPRANOLOL HYDROCHLORIDE	
070441	PROPRANOLOL HYDROCHLORIDE	
070442	PROPRANOLOL HYDROCHLORIDE	
070443	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070444	FLURAZEPAM HYDROCHLORIDE	
070445	FLURAZEPAM HYDROCHLORIDE	
070449	FUROSEMIDE	
070450	FUROSEMIDE	
070451	VERAPAMIL HYDROCHLORIDE	
070452	METHYLDOPA	
070453	METOCLOPRAMIDE HYDROCHLORIDE	
070454	FLURAZEPAM HYDROCHLORIDE	
070455	FLURAZEPAM HYDROCHLORIDE	
070456	DIAZEPAM	
070457	DIAZEPAM	
070458	DIAZEPAM	
070459	CLONIDINE HYDROCHLORIDE	
070460	CLONIDINE HYDROCHLORIDE	
070461	CLONIDINE HYDROCHLORIDE	
070462	DIAZEPAM	
070463	DIAZEPAM	
070464	DIAZEPAM	
070466	ALLOPURINOL	
070467	ALLOPURINOL	
070468	VERAPAMIL HYDROCHLORIDE	
070469	IBUPROHM	
070470	DISOPYRAMIDE PHOSPHATE	
070471	DISOPYRAMIDE PHOSPHATE	
070472	LORAZEPAM	
070473	LORAZEPAM	
070474	LORAZEPAM	
070475	MEDIPREN	
070476	IBUPROFEN	
070477	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	
070478	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	
070480	LEUCOVORIN CALCIUM	
070481	IBUPROFEN	
070482	VERAPAMIL HYDROCHLORIDE	
070483	VERAPAMIL HYDROCHLORIDE	
070484	BETAMETHASONE VALERATE	
070485	BETAMETHASONE VALERATE	
070486	BETAMETHASONE VALERATE	
070487	INDOMETHACIN	
070488	INDOMETHACIN	
070489	TEMAZEPAM	
070490	TEMAZEPAM	
070491	TRAZODONE HYDROCHLORIDE	
070492	TRAZODONE HYDROCHLORIDE	
070493	IBUPROFEN	
070494	TRIMETHOPRIM	
070495	TRIMETHOPRIM	
070496	NALOXONE	
070497	DIPHENHYDRAMINE HYDROCHLORIDE	
070505	METOCLOPRAMIDE HYDROCHLORIDE	
070506	METOCLOPRAMIDE HYDROCHLORIDE	
070511	METOCLOPRAMIDE HYDROCHLORIDE	
070513	TOLAZAMIDE	
070514	TOLAZAMIDE	
070515	TOLAZAMIDE	
070516	PROPRANOLOL HYDROCHLORIDE	
070517	PROPRANOLOL HYDROCHLORIDE	
070518	PROPRANOLOL HYDROCHLORIDE	
070519	PROPRANOLOL HYDROCHLORIDE	
070520	PROPRANOLOL HYDROCHLORIDE	
070521	PROPRANOLOL HYDROCHLORIDE	
070522	AMINOCAPROIC ACID	
070524	VICKS FORMULA 44	
070528	FUROSEMIDE	
070529	INDOMETHACIN	
070530	INDOMETHACIN	
070531	CLOFIBRATE	
070533	PROLIXIN	
070535	METHYLDOPA	
070536	METHYLDOPA	
070537	METHYLDOPA	
070539	LORAZEPAM	
070540	LORAZEPAM	
070541	EPITOL	
070543	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070544	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070545	BRETYLIUM TOSYLATE	
070546	BRETYLIUM TOSYLATE	
070547	TEMAZ	
070548	PROPRANOLOL HYDROCHLORIDE	
070549	PROPRANOLOL HYDROCHLORIDE	
070550	PROPRANOLOL HYDROCHLORIDE	
070551	PROPRANOLOL HYDROCHLORIDE	
070552	SENSORCAINE	
070553	SENSORCAINE	
070554	SENSORCAINE	
070556	IBUPROFEN	
070558	DOPAMINE HYDROCHLORIDE	
070559	DOPAMINE HYDROCHLORIDE	
070562	FLURAZEPAM HYDROCHLORIDE	
070563	FLURAZEPAM HYDROCHLORIDE	
070564	TEMAZ	
070565	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070566	NITROPRESS	
070574	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070575	MUCOSIL-10	
070576	MUCOSIL-20	
070577	VERAPAMIL HYDROCHLORIDE	
070578	FUROSEMIDE	
070579	ALLOPURINOL	
070580	ALLOPURINOL	
070581	METOCLOPRAMIDE HYDROCHLORIDE	
070583	BUPIVACAINE HYDROCHLORIDE	
070584	BUPIVACAINE HYDROCHLORIDE	
070585	BUPIVACAINE HYDROCHLORIDE	
070586	BUPIVACAINE HYDROCHLORIDE	
070587	BUPIVACAINE HYDROCHLORIDE	
070589	AMANTADINE HYDROCHLORIDE	
070590	BUPIVACAINE HYDROCHLORIDE	
070591	MIDOL	
070592	INDOMETHACIN	
070593	METRONIDAZOLE	
070595	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070597	BUPIVACAINE HYDROCHLORIDE	
070598	METOCLOPRAMIDE HYDROCHLORIDE	
070600	THIOTHIXENE	
070601	THIOTHIXENE	
070602	THIOTHIXENE	
070603	THIOTHIXENE	
070604	FUROSEMIDE	
070607	ACETAMINOPHEN	
070608	ACETAMINOPHEN	
070609	BUPIVACAINE HYDROCHLORIDE	
070612	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070613	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070614	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070615	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070616	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070617	VERAPAMIL HYDROCHLORIDE	
070618	POTASSIUM CHLORIDE	
070620	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070621	PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE	
070622	METOCLOPRAMIDE HYDROCHLORIDE	
070623	METOCLOPRAMIDE HYDROCHLORIDE	
070624	INDOMETHACIN	
070625	METHYLDOPA	
070626	MIDOL	
070627	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070628	SULFAMETHOXAZOLE AND TRIMETHOPRIM	
070629	IBUPROFEN	
070630	IBUPROFEN	
070631	VALPROIC ACID	
070632	CLOPRA-""YELLOW""	
070633	NITROGLYCERIN	
070634	NITROGLYCERIN	
070635	INDOMETHACIN	
070636	FENTANYL CITRATE	
070637	FENTANYL CITRATE	
070639	NALOXONE HYDROCHLORIDE	
070640	ZAXOPAM	
070641	ZAXOPAM	
070645	METOCLOPRAMIDE HYDROCHLORIDE	
070646	MEGESTROL ACETATE	
070647	MEGESTROL ACETATE	
070648	NALOXONE HYDROCHLORIDE	
070649	NALOXONE HYDROCHLORIDE	
070650	ZAXOPAM	
070651	INDOMETHACIN	
070652	METHYLDOPATE HYDROCHLORIDE	
070654	METHYLDOPA AND CHLOROTHIAZIDE	
070655	FUROSEMIDE	
070656	DOPAMINE HYDROCHLORIDE	
070657	DOPAMINE HYDROCHLORIDE	
070659	CLONIDINE HYDROCHLORIDE	
070660	METOCLOPRAMIDE HYDROCHLORIDE	
070661	NALOXONE HYDROCHLORIDE	
070662	DIAZEPAM	
070663	PROPRANOLOL HYDROCHLORIDE	
070664	PROPRANOLOL HYDROCHLORIDE	
070665	PROPRANOLOL HYDROCHLORIDE	
070666	PROPRANOLOL HYDROCHLORIDE	
070667	PROPRANOLOL HYDROCHLORIDE	
070669	METHYLDOPA	
070670	METHYLDOPA	
070671	METOCLOPRAMIDE HCL	
070672	VERAPAMIL HCL	
070673	INDOMETHACIN	
070674	INDOMETHACIN	
070675	LORAZEPAM	
070676	LORAZEPAM	
070677	LORAZEPAM	
070678	NALOXONE HCL	
070679	NALOXONE HCL	
070680	NALOXONE HCL	
070683	OXAZEPAM	
070684	NORETHINDRONE AND ETHINYL ESTRADIOL	
070685	NORETHINDRONE AND ETHINYL ESTRADIOL	
070686	NORETHINDRONE AND ETHINYL ESTRADIOL	
070687	NORETHINDRONE AND ETHINYL ESTRADIOL	
070688	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070689	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070690	PROPRANOLOL HYDROCHLORIDE	
070691	METHYLDOPATE HYDROCHLORIDE	
070692	NALBUPHINE	
070693	NALBUPHINE	
070694	AMINOCAPROIC ACID	
070695	VERAPAMIL HYDROCHLORIDE	
070696	VERAPAMIL HYDROCHLORIDE	
070697	VERAPAMIL HYDROCHLORIDE	
070698	METHYLDOPATE HYDROCHLORIDE	
070699	METHYLDOPATE HYDROCHLORIDE	
070700	RITODRINE HCL	
070701	RITODRINE HCL	
070702	CLONIDINE HYDROCHLORIDE	
070703	METHYLDOPA	
070704	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070705	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070706	DIAZEPAM	
070707	DIAZEPAM	
070709	IBUPROFEN	
070710	HALOPERIDOL	
070713	HALOPERIDOL	
070714	HALOPERIDOL	
070719	INDOMETHACIN	
070720	HALOPERIDOL	
070721	HALOPERIDOL	
070722	HALOPERIDOL	
070723	HALOPERIDOL	
070724	HALOPERIDOL	
070725	HALOPERIDOL	
070726	HALOPERIDOL	
070727	LORAZEPAM	
070728	LORAZEPAM	
070729	LORAZEPAM	
070730	TRIAMCINOLONE ACETONIDE	
070731	SATRIC	
070732	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070733	IBUPROFEN	
070736	IBUPROFEN	
070736	IBUPROFEN	
070736	IBUPROFEN	
070737	VERAPAMIL HYDROCHLORIDE	
070737	VERAPAMIL HYDROCHLORIDE	
070738	VERAPAMIL HYDROCHLORIDE	
070739	VERAPAMIL HYDROCHLORIDE	
070740	VERAPAMIL HYDROCHLORIDE	
070744	HALOPERIDOL	
070745	IBU	
070746	OXYBUTYNIN CHLORIDE	
070747	CLONIDINE HYDROCHLORIDE	
070749	METHYLDOPA	
070750	METHYLDOPA	
070751	NALBUPHINE	
070752	NALBUPHINE	
070753	ACETOHEXAMIDE	
070754	ACETOHEXAMIDE	
070755	LITHIUM CITRATE	
070756	INDOMETHACIN	
070757	PROPRANOLOL HYDROCHLORIDE	
070758	NORETHINDRONE AND MESTRANOL	
070759	NORETHINDRONE AND MESTRANOL	
070762	FLUPHENAZINE	
070763	TOLAZAMIDE	
070764	TOLAZAMIDE	
070765	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	
070766	CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE	
070767	NIZORAL	
070770	DISOBROM	
070771	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070772	METRONIDAZOLE	
070772	METRONIDAZOLE	
070775	PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN	
070776	DIAZEPAM	
070777	VINCRISTINE SULFATE	
070778	VINCRISTINE SULFATE	
070781	DIAZEPAM	
070782	INDOMETHACIN	
070783	METHYLDOPA AND CHLOROTHIAZIDE	
070784	INDOMETHACIN	
070785	INDOMETHACIN	
070787	DIAZEPAM	
070788	DIAZEPAM	
070790	DOXEPIN HYDROCHLORIDE	
070791	DOXEPIN HYDROCHLORIDE	
070791	DOXEPIN HYDROCHLORIDE	
070791	DOXEPIN HYDROCHLORIDE	
070791	DOXEPIN HYDROCHLORIDE	
070791	DOXEPIN HYDROCHLORIDE	
070792	DOXEPIN HYDROCHLORIDE	
070793	DOXEPIN HYDROCHLORIDE	
070795	AMILORIDE HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070797	CHLORPHENIRAMINE MALEATE	
070799	DOPAMINE HYDROCHLORIDE	
070800	HALOPERIDOL	
070801	HALOPERIDOL	
070802	HALOPERIDOL	
070803	ENFLURANE	
070804	METAPROTERENOL SULFATE	
070805	METAPROTERENOL SULFATE	
070813	INDOMETHACIN	
070814	PROPRANOLOL HYDROCHLORIDE	
070815	PROPRANOLOL HYDROCHLORIDE	
070816	PROPRANOLOL HYDROCHLORIDE	
070817	PROPRANOLOL HYDROCHLORIDE	
070818	IBUPROFEN	
070819	METOCLOPRAMIDE HYDROCHLORIDE	
070820	DOPAMINE HYDROCHLORIDE	
070821	DACARBAZINE	
070822	DACARBAZINE	
070825	DOXEPIN HYDROCHLORIDE	
070826	DOPAMINE HYDROCHLORIDE	
070827	DOXEPIN HYDROCHLORIDE	
070828	DOXEPIN HYDROCHLORIDE	
070829	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070830	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070841	METHYLDOPATE HYDROCHLORIDE	
070847	METOCLOPRAMIDE HYDROCHLORIDE	
070848	SUCRALFATE	
070849	METHYLDOPATE HYDROCHLORIDE	
070850	METOCLOPRAMIDE HYDROCHLORIDE	
070851	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070852	PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE	
070853	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070854	METHYLDOPA AND HYDROCHLOROTHIAZIDE	
070855	VERAPAMIL HYDROCHLORIDE	
070856	VERAPAMIL HYDROCHLORIDE	
070857	TRAZODONE HYDROCHLORIDE	
070858	TRAZODONE HYDROCHLORIDE	
070863	NITROSTAT	
070864	HALOPERIDOL	
070867	VINCREX	
070868	VALPROIC ACID	
070869	ACETOHEXAMIDE	
070870	ACETOHEXAMIDE	
070871	NITROSTAT	
070872	NITROSTAT	
070873	VINCRISTINE SULFATE	
070881	CLONIDINE HYDROCHLORIDE	
070882	CLONIDINE HYDROCHLORIDE	
